Complaint_ID,Complaint_Date,Channel,Region,Product,Category,Issue,Priority,Resolution_Time_Hours,CSAT_Score,Sentiment,Status
CMP-0950,2026-07-23,Phone,India,Premium Plan,Product Quality,Wrong product received,Low,43,4,Positive,Resolved
CMP-0951,2026-07-23,Web Form,Singapore,Web Store,Product Quality,Product quality below expectation,Low,44,4,Positive,Resolved
CMP-0952,2026-07-01,Chat,USA,Web Store,Product Quality,Wrong product received,High,50,4,Positive,Resolved
CMP-0953,2026-07-24,Phone,India,Marketplace,Login & Account,Cannot update profile details,Low,9,5,Positive,Resolved
CMP-0954,2026-07-28,Email,India,Marketplace,Product Quality,Wrong product received,Low,16,4,Positive,Resolved
CMP-0955,2026-07-07,Chat,Japan,Web Store,Returns & Refunds,Refund status unclear,Low,24,5,Positive,Resolved
CMP-0956,2026-07-13,Phone,Singapore,Web Store,Billing & Payments,Charged twice for the same order,High,22,5,Positive,Resolved
CMP-0957,2026-07-04,Chat,Japan,Mobile App,Subscription,Unable to cancel subscription,Medium,19,5,Positive,Resolved
CMP-0958,2026-07-16,Email,India,Standard Plan,Billing & Payments,Payment failed but money was deducted,Medium,5,5,Positive,Resolved
CMP-0959,2026-07-09,Phone,USA,Standard Plan,Login & Account,Unable to reset password,Medium,7,5,Positive,Resolved
CMP-0960,2026-07-08,Chat,UK,Marketplace,Billing & Payments,Charged twice for the same order,Low,13,5,Positive,Resolved
CMP-0961,2026-07-10,Chat,Singapore,Standard Plan,Login & Account,Account locked after login attempts,Medium,3,5,Positive,Resolved
CMP-0962,2026-07-18,Chat,USA,Standard Plan,Subscription,Subscription renewed unexpectedly,Low,9,5,Positive,Resolved
CMP-0963,2026-07-06,Phone,India,Mobile App,Technical Issue,Mobile app crashes,High,31,4,Positive,Resolved
CMP-0964,2026-07-21,Email,India,Web Store,Returns & Refunds,Return pickup delayed,Low,4,5,Positive,Resolved
CMP-0965,2026-07-06,Chat,India,Marketplace,Billing & Payments,Charged twice for the same order,High,19,5,Positive,Resolved
CMP-0966,2026-07-16,Phone,Japan,Marketplace,Delivery,Wrong delivery status,Medium,15,5,Positive,Pending
CMP-0967,2026-07-08,Phone,UK,Mobile App,Returns & Refunds,Refund status unclear,Medium,35,4,Positive,Resolved
CMP-0968,2026-07-09,Phone,India,Premium Plan,Delivery,Package not delivered,High,53,3,Neutral,Resolved
CMP-0969,2026-07-13,Email,UK,Web Store,Billing & Payments,Unexpected charge on account,Low,15,5,Positive,Escalated
CMP-0970,2026-07-23,Phone,India,Web Store,Returns & Refunds,Return request not processed,High,57,4,Positive,Resolved
CMP-0971,2026-07-13,Chat,India,Standard Plan,Product Quality,Product quality below expectation,Medium,39,4,Positive,Resolved
CMP-0972,2026-07-30,Email,UK,Premium Plan,Returns & Refunds,Exchange request pending,Medium,45,4,Positive,Resolved
CMP-0973,2026-07-13,Email,Singapore,Web Store,Delivery,Order delivered late,Low,34,4,Positive,Resolved
CMP-0974,2026-07-17,Chat,USA,Mobile App,Login & Account,Cannot update profile details,Low,11,5,Positive,Resolved
CMP-0975,2026-07-06,Web Form,India,Standard Plan,Delivery,Order delivered late,High,39,4,Positive,Resolved
CMP-0976,2026-07-22,Chat,India,Mobile App,Service Experience,Customer wants escalation,Medium,8,5,Positive,Resolved
CMP-0977,2026-07-23,Email,USA,Premium Plan,Technical Issue,Checkout button not working,Low,12,4,Positive,Resolved
CMP-0978,2026-07-17,Chat,India,Standard Plan,Service Experience,Customer wants escalation,Low,17,5,Positive,Resolved
CMP-0979,2026-07-28,Web Form,India,Premium Plan,Returns & Refunds,Return request not processed,Medium,10,5,Positive,Resolved
CMP-0980,2026-07-18,Chat,India,Premium Plan,Subscription,Subscription renewed unexpectedly,High,21,5,Positive,Resolved
CMP-0981,2026-07-16,Phone,Singapore,Web Store,Service Experience,Customer wants escalation,Low,21,5,Positive,Resolved
CMP-0982,2026-07-23,Chat,UK,Mobile App,Returns & Refunds,Return request not processed,Medium,49,4,Positive,Resolved
CMP-0983,2026-07-29,Phone,Singapore,Marketplace,Service Experience,Support response was slow,Medium,26,5,Positive,Resolved
CMP-0984,2026-07-04,Chat,India,Premium Plan,Technical Issue,Mobile app crashes,Low,16,5,Positive,Resolved
CMP-0985,2026-07-01,Chat,India,Web Store,Product Quality,Missing component in package,Low,33,5,Positive,Resolved
CMP-0986,2026-07-02,Web Form,USA,Standard Plan,Delivery,Order delivered late,Low,33,3,Neutral,Resolved
CMP-0987,2026-07-12,Chat,USA,Standard Plan,Delivery,Order delivered late,Medium,34,4,Positive,Resolved
CMP-0988,2026-07-05,Chat,Singapore,Mobile App,Technical Issue,Website page not loading,High,17,4,Positive,Resolved
CMP-0989,2026-07-04,Web Form,Japan,Premium Plan,Delivery,Delivery address issue,High,39,5,Positive,Resolved
CMP-0990,2026-07-04,Phone,India,Web Store,Billing & Payments,Unexpected charge on account,High,10,5,Positive,Resolved
CMP-0991,2026-07-31,Email,India,Standard Plan,Login & Account,Unable to reset password,Medium,6,4,Positive,Resolved
CMP-0992,2026-07-17,Chat,USA,Standard Plan,Technical Issue,Website page not loading,Low,14,5,Positive,Resolved
CMP-0993,2026-07-25,Email,India,Mobile App,Service Experience,Support response was slow,High,29,5,Positive,Resolved
CMP-0994,2026-07-16,Social Media,USA,Standard Plan,Product Quality,Wrong product received,Medium,45,4,Positive,Resolved
CMP-0995,2026-07-25,Phone,India,Premium Plan,Delivery,Package not delivered,Medium,21,5,Positive,Resolved
CMP-0996,2026-07-23,Email,USA,Mobile App,Returns & Refunds,Exchange request pending,High,53,4,Positive,Resolved
CMP-0997,2026-07-09,Email,India,Mobile App,Billing & Payments,Refund not received,High,19,5,Positive,Resolved
CMP-0998,2026-07-17,Email,India,Standard Plan,Billing & Payments,Refund not received,Medium,15,5,Positive,Resolved
CMP-0999,2026-07-12,Phone,India,Premium Plan,Technical Issue,Error while placing order,Medium,17,4,Positive,Resolved
CMP-1000,2026-07-10,Email,USA,Web Store,Billing & Payments,Charged twice for the same order,Medium,13,4,Positive,Resolved
